"","RCT","IPSW","IPSW.norm","Stratification.n.10","G.formula","AIPSW","CW","ACW","n","m","param_RCT","outcome"
"505",4.23733915597013,15.9963244253342,14.9927138769565,NA,27.3984101813004,27.5391104589271,18.8532295461517,28.1773918631253,1000,10000,"exponential","correct"
"506",7.42935678742975,12.0183675361612,10.3425233860277,NA,27.4085334713561,27.2568895137217,6.01980862427785,26.6851187602181,1000,10000,"exponential","correct"
"507",9.6886814238257,8.84103972412283,19.6106966576922,19.4682978495676,27.239080285457,27.3336844417542,25.2708815830059,27.445395059589,1000,10000,"exponential","correct"
"508",6.04217888636281,14.2875415631393,16.0022401014204,NA,26.9129551061128,26.8501084472472,19.7251244996863,26.2763102463005,1000,10000,"exponential","correct"
"509",4.09343909615396,15.2905266535832,20.9435494029532,19.4871500742111,28.0844827768164,28.0696443592119,28.7736335144172,27.9607020706023,1000,10000,"exponential","correct"
"510",8.75137789684754,11.4991704558609,26.9285202159867,NA,27.9159508961125,27.9375063778668,40.1971240775239,28.169985733818,1000,10000,"exponential","correct"
"511",5.4434017471325,9.27105490157616,9.45049910656945,NA,27.0481732168134,26.8165511942587,9.50930106273315,26.1184942559208,1000,10000,"exponential","correct"
"512",6.72456263285709,16.9619268335337,17.2552707101019,15.7680632541757,27.3948513374257,27.4628611678948,26.9828616413274,27.2473239079407,1000,10000,"exponential","correct"
"513",4.52945309115394,17.7652464807485,18.6777580717156,NA,27.5048910777984,27.4600182240029,30.2338386282401,28.4249001201658,1000,10000,"exponential","correct"
"514",8.44339653479474,9.97924344630684,25.5569370715383,NA,26.9129789572807,27.0059257746808,39.4408755075537,27.523113033275,1000,10000,"exponential","correct"
"515",7.83494979870711,12.0312809962955,20.2584412646078,16.4006986922027,27.1940663731032,27.230603998497,28.2341592143176,27.4445426929887,1000,10000,"exponential","correct"
"516",5.97641324485363,11.8550574384746,14.4009449692707,14.7930278319239,26.4735295637956,26.4633538788132,26.6280538426213,26.5301347898296,1000,10000,"exponential","correct"
"517",5.80939754758603,15.4406485622433,22.7747134665066,NA,27.5526712363612,27.6793346082287,29.9254773137129,28.0141077916776,1000,10000,"exponential","correct"
"518",5.72518539480139,11.2797740728594,20.6142424235451,NA,27.7269826643995,27.6176758139254,31.7448519608052,26.9706737882611,1000,10000,"exponential","correct"
"519",8.12300265047692,8.80837411263826,18.8393921734368,NA,27.281838103701,27.3633429027863,26.8746217881846,27.0634939238512,1000,10000,"exponential","correct"
"520",5.07256882875349,8.179549051072,19.8338932493777,16.4357409273151,27.9578988958295,28.1020283287324,33.6431267090506,29.6009348749734,1000,10000,"exponential","correct"
"521",9.94307242581326,11.9626471831454,16.7270539780872,NA,27.2040145326396,27.1746817632169,24.020199483655,27.2707065022134,1000,10000,"exponential","correct"
"522",5.94676630881952,14.7768761173629,21.1529101554854,NA,27.827912550785,27.8848891851261,33.6478027278257,27.7516640602152,1000,10000,"exponential","correct"
"523",5.26239168000286,17.0777202332687,16.391752528859,NA,26.9668974778885,26.8476228741666,17.8251611440403,26.9394783894128,1000,10000,"exponential","correct"
"524",6.4594361177206,9.4245407048544,15.556083059046,NA,28.1690122673547,28.1652508484822,21.9084454169717,28.1237627416371,1000,10000,"exponential","correct"
"525",4.35521595739795,16.8378901598155,16.2433512453314,21.738626961945,26.7101196852853,26.8916840356667,29.8344918669834,28.1667074975442,1000,10000,"exponential","correct"
"526",6.05714909161149,14.7566132271516,19.7996997815326,NA,26.7012151719011,26.8365819360532,30.6785567483034,27.0620598444548,1000,10000,"exponential","correct"
"527",5.99731489536239,16.4143575563928,18.2929796020538,NA,27.2246670411472,27.3392779084767,23.8088470110665,28.2993197190951,1000,10000,"exponential","correct"
"528",4.79754131110161,8.96267987133246,15.8327855741796,17.2785701838676,27.5104312000515,27.4740539437457,21.6884201101485,27.2227289139518,1000,10000,"exponential","correct"
"529",3.51825848742254,16.7931682775353,14.5827962795834,17.0676562741037,27.6672559954364,27.6787181650186,29.1184507272295,28.119403702933,1000,10000,"exponential","correct"
"530",7.21261880060386,8.26435627287833,19.0240661919973,NA,27.6946106674675,27.7756706477704,28.393144715837,27.9344125697965,1000,10000,"exponential","correct"
"531",8.361252183749,13.6044088891578,23.6290156913883,NA,27.5309462608324,27.5852434077211,32.4686606534916,28.1305648294419,1000,10000,"exponential","correct"
"532",7.85094814743279,13.2318527077343,19.5505950391369,16.9984664638681,27.2182871691224,27.0689912529011,27.449676708173,25.0612161198778,1000,10000,"exponential","correct"
"533",8.2131940167541,9.50106595864167,20.8156807041702,14.8761416323131,27.3524983303471,27.3201808438202,27.4018371608746,27.0748405300311,1000,10000,"exponential","correct"
"534",4.8671031378546,11.9669411614888,20.6716824090451,NA,26.6633875605537,26.5634911263222,34.8388000492302,26.6372090736686,1000,10000,"exponential","correct"
"535",5.42010938134651,13.0272722497776,16.6117316666391,15.3721253656838,27.4461523587539,27.4235175085242,24.6139693089214,27.0644684399937,1000,10000,"exponential","correct"
"536",6.9078734332429,16.7687117077963,17.228468546169,17.4765682458827,27.3156931902212,27.3619302337702,25.1662176971443,27.8913712921205,1000,10000,"exponential","correct"
"537",5.06628206327436,19.0598318519774,23.1390326084452,21.7832299363139,27.8017836233354,27.7398167487926,34.3941228316198,27.6310022069074,1000,10000,"exponential","correct"
"538",7.01003305475116,14.1913401890684,20.0876426011406,NA,27.2842166395336,27.26017894403,34.0654328178598,26.9704475938554,1000,10000,"exponential","correct"
"539",4.826027877801,15.7066271791721,14.5969775599319,NA,26.9537666407506,26.9736269706401,16.4669852216957,27.0974621481458,1000,10000,"exponential","correct"
"540",3.60229743417906,12.4894837557219,20.0761059521403,17.0113874186256,27.7768543463329,27.8002528741999,30.4163165839546,29.0023128551977,1000,10000,"exponential","correct"
"541",5.55965696367929,9.94361527930853,18.8738818558117,NA,27.2830428924078,27.2007683907374,31.4885363313474,26.106315872993,1000,10000,"exponential","correct"
"542",8.13233610067994,8.26423644824465,18.8629179171926,16.8163212118297,28.6724569000774,28.6119388572507,25.859120036156,28.2276584861486,1000,10000,"exponential","correct"
"543",7.0251505048239,8.56354659241319,18.9434194103462,15.4704350984969,27.9700396969265,28.0791012117843,31.4909603517229,28.198659975507,1000,10000,"exponential","correct"
"544",7.53704488599266,9.25129395142327,19.9842542985728,NA,28.358652902386,28.3301886598289,25.4877315679376,28.8841264823268,1000,10000,"exponential","correct"
"545",6.01445620084083,12.316433486968,22.7916948969788,23.787468694546,27.5251607276267,27.6086505471251,30.3539265944574,27.5853863649651,1000,10000,"exponential","correct"
"546",6.93238921902935,13.2478205744041,16.1464564410936,NA,27.2227730524997,27.3672134760541,25.4228212901661,26.7425975846524,1000,10000,"exponential","correct"
"547",8.74396974465327,9.56857212329167,21.1958351048183,NA,27.7098611125782,27.6851506655732,27.0345519859796,27.5353668212709,1000,10000,"exponential","correct"
"548",5.57865666790396,12.3874294008464,20.8668487396142,19.4402768689948,27.0697410279854,27.0592263238309,30.4164531001778,27.4688109942857,1000,10000,"exponential","correct"
"549",8.66136340237905,6.00470721665999,20.8155139181633,NA,28.0542667480626,27.916352457707,29.657815375392,27.3161044131448,1000,10000,"exponential","correct"
"550",7.24926021024957,8.63198909607266,18.4991638420523,NA,27.1634454658565,27.1423653112313,30.772132032963,29.0993598306065,1000,10000,"exponential","correct"
"551",6.74579589093145,12.2228267185341,18.871495199785,NA,27.7407475249937,27.7961073552091,34.7426515086461,27.6458049344407,1000,10000,"exponential","correct"
"552",8.01505014629326,8.38000270024172,19.9965128120623,18.3834154811825,27.1673546143498,27.2890805111808,30.351339938122,28.3356739477168,1000,10000,"exponential","correct"
"553",6.11577171517213,8.51262629267199,17.8525617103565,18.0125575767961,27.9035257674733,27.7999672608389,25.8308791074492,27.6222965820633,1000,10000,"exponential","correct"
"554",5.40526307614114,20.5324693687317,15.8862675423541,NA,27.4982752956925,27.6331645187574,22.9032632813958,28.330362695043,1000,10000,"exponential","correct"
"555",5.54810476075703,11.9890428399945,19.4219814779339,15.066462413348,27.0372429058067,26.9301271770357,28.7562494125683,25.7678575708593,1000,10000,"exponential","correct"
"556",5.15389279298125,16.8519940421241,14.0988074467303,16.4810486267797,27.0646765146349,26.9720691211101,22.3316539090582,26.8570588492736,1000,10000,"exponential","correct"
"557",3.78602878007521,13.0672763021415,18.5681575327871,NA,27.4935420249911,27.4365524484232,26.9795908486756,27.4967044456784,1000,10000,"exponential","correct"
"558",5.92162128414336,21.2889205323005,10.9915384335384,NA,27.2724879338269,27.3543133628462,11.6975016281726,27.6921434199378,1000,10000,"exponential","correct"
"559",4.82351761836021,15.8457646378842,12.8574978043892,NA,27.9960787278425,28.0109559702296,20.6773934779423,27.4828256460908,1000,10000,"exponential","correct"
"560",5.81553480370722,12.4701438522617,20.5086324250688,NA,27.3136384911799,27.3565708331565,36.765877908646,27.6093419960773,1000,10000,"exponential","correct"
"561",7.85865705445437,7.02872838262038,17.6612846429927,NA,26.7567698246692,26.6904785035166,32.1763707152526,26.2542357261953,1000,10000,"exponential","correct"
"562",6.62600119897112,9.16281887565063,19.3206772192203,14.7419018462315,27.4208812259182,27.2375663067446,27.2518590542188,26.46331601919,1000,10000,"exponential","correct"
"563",8.19132292131866,11.4835450061638,17.304132025796,NA,27.4885489309848,27.4241945388479,21.5437477480004,26.8939253810041,1000,10000,"exponential","correct"
"564",4.94029863795974,16.3117874978715,14.1035943826538,NA,27.4953975376537,27.4969279583908,21.0335478144055,27.9701822098211,1000,10000,"exponential","correct"
"565",4.46740212054591,18.6809694457756,24.8425620581495,NA,27.6870024860759,27.7602198411428,39.069367657408,28.1149058032355,1000,10000,"exponential","correct"
"566",6.44724896397975,8.91860944569135,23.2352412273376,NA,27.4880893533114,27.535761782193,32.3617447323066,27.7323587028137,1000,10000,"exponential","correct"
"567",7.7131972194429,5.96546811489399,18.5497277154094,NA,27.815339251279,27.9635314190198,28.5731223767716,29.0804493775243,1000,10000,"exponential","correct"
"568",5.08211404499183,12.856511664848,16.0720078535338,NA,27.6004794848233,27.5898842022381,22.6324502985584,27.2629632928636,1000,10000,"exponential","correct"
"569",5.96980692914464,16.4632215899126,13.9543659943949,18.8947745828379,27.0950334690681,27.0817175360778,23.3988945142399,27.1308175418893,1000,10000,"exponential","correct"
"570",3.95581898695333,18.5817942886743,15.294972323242,NA,27.5682458556579,27.6807041830985,20.2591428196999,27.9309850873925,1000,10000,"exponential","correct"
"571",5.82314087935544,18.9303560043474,13.0915660876737,NA,27.2696389249516,27.1970271977302,17.393255729603,26.1573159808247,1000,10000,"exponential","correct"
"572",5.81324478250946,13.3419490657982,25.1921072916284,NA,27.8419190108501,27.8764780056452,34.6506332863262,28.1736505654106,1000,10000,"exponential","correct"
"573",7.42627849013272,10.536262603345,20.0880794994219,NA,27.4580660739458,27.475633151517,28.4016264397209,27.1648296655976,1000,10000,"exponential","correct"
"574",9.67583856430343,5.63413558271065,21.9434136913597,14.4331348564897,27.3524835083768,27.2443368264043,32.3744478971713,26.4673471168673,1000,10000,"exponential","correct"
"575",7.33880079577948,10.4415595163047,18.0331935435092,NA,27.0596861139766,27.0408659981872,17.8704415117598,26.578594913309,1000,10000,"exponential","correct"
"576",7.39395666884198,12.7618052444295,18.7740761163964,NA,27.7926320597429,27.9878069292456,22.7126726791585,28.6287922940115,1000,10000,"exponential","correct"
"577",7.09209070697447,11.7297282647642,20.0510909872153,NA,27.3021967770608,27.2251165540953,31.3030020838385,27.130659586055,1000,10000,"exponential","correct"
"578",5.57898578455776,15.6065904851929,17.4985222388806,20.2275824670358,27.4615961662845,27.3779046031867,26.7186382986437,27.4898310011239,1000,10000,"exponential","correct"
"579",8.38297843117404,14.5732928727736,17.9156403256976,NA,26.9160313103179,27.007421243158,24.6319400377724,27.4814450097754,1000,10000,"exponential","correct"
"580",6.50571891597475,8.40863014249415,15.5249438636558,NA,27.4599751788882,27.4594489628837,19.6563228313011,27.4585038052495,1000,10000,"exponential","correct"
"581",4.38099144436704,21.857403689676,17.7644842746154,NA,27.3468997150839,27.341064194003,31.2929159881986,26.9216762850415,1000,10000,"exponential","correct"
"582",8.24015255625781,5.79700247982755,20.4318557280977,NA,27.5228950944759,27.5097957241872,36.3402964051819,27.7991959479997,1000,10000,"exponential","correct"
"583",4.8461391410445,15.7278192982838,17.7107702708249,NA,26.6838312241318,26.7961512958851,23.936718690238,27.1346134151105,1000,10000,"exponential","correct"
"584",7.0143211011784,14.2504570178219,17.8096069285682,15.0297868637885,27.0392517071609,27.1091594917215,25.3886047674749,27.4555294745917,1000,10000,"exponential","correct"
"585",7.91722319899304,10.5971657701753,25.0022995248339,NA,27.1628591777175,27.3431797410175,40.0673171040689,28.0008980887603,1000,10000,"exponential","correct"
"586",3.98553369682068,17.3376122101399,12.0258922535337,NA,27.4338522471563,27.4160747527949,14.8542225523274,28.3469984214287,1000,10000,"exponential","correct"
"587",6.01754471859346,1.38855766176487,16.7349306112658,NA,26.9694777416855,27.0717351231541,28.5853135997714,26.9752530190071,1000,10000,"exponential","correct"
"588",4.10052511915889,21.4748206080538,15.3213483041969,NA,27.3019685408644,27.3087492964387,19.0393058476465,27.2421703276669,1000,10000,"exponential","correct"
"589",5.92861993562174,12.2027920690251,20.6964018261718,NA,28.2875721221814,28.2690976148957,31.4632480932086,28.5774184136904,1000,10000,"exponential","correct"
"590",5.44389982181198,12.948767801746,18.6892913461995,NA,27.3050052144323,27.3094172891271,33.5033578912408,27.1471924496263,1000,10000,"exponential","correct"
"591",5.70154675064727,13.7203780328422,20.3460856757215,23.3605267229624,27.6135930279339,27.6332059287761,30.5304025223904,27.5937909286967,1000,10000,"exponential","correct"
"592",9.50725638957779,12.226376809417,21.3532316037851,NA,27.640590530649,27.6915466989814,37.4860375779131,27.0104132353569,1000,10000,"exponential","correct"
"593",7.69208263138248,5.81519606333835,12.1142555359514,NA,27.4426461758638,27.4616259460221,14.173228228587,27.4863906232823,1000,10000,"exponential","correct"
"594",6.921342610281,16.2940213201393,16.9907809522393,16.7176958397534,27.8623150888429,27.9734566296679,23.4421846014036,28.5908751528043,1000,10000,"exponential","correct"
